category,foodCode,foodName,englishName,edible,water,energyKCal,energyKJ,protein,fat,CHO,dietaryFiber,cholesterol,ash,vitaminA,carotene,retinol,thiamin,riboflavin,niacin,vitaminC,vitaminETotal,vitaminE1,vitaminE2,vitaminE3,Ca,P,K,Na,Mg,Fe,Zn,Se,Cu,Mn,remark
谷类及其制品-其他,019013,藜麦（散装）,Quinoa (Green Agriculture),100,13.5,357,1494,14.0,6.0,57.8,6.5,0,2.2,Tr,Tr,0,0.04,0.06,1.03,0,6.4,—,—,—,25,—,362,1.0,132,3.4,1.80,1.43,0.20,0.98,山西
谷类及其制品-其他,019014,藜麦（散装）,Quinoa (AOJIA),100,9.8,367,1537,10.4,7.5,58.5,11.3,0,2.8,Tr,Tr,0,0.39,0.05,—,0,7.95,2.84,1.89,0.22,28,480,242,0.6,159,2.8,1.8,1.74,0.23,1.69,河北
谷类及其制品-其他,019201,高粱面面条,"Sorghum noodle, wheat flour added, dried, raw",100,23.4,304,1292,7.0,0.2,68.7,0.3,0,0.7,—,—,0,—,—,—,0,—,—,—,—,—,—,—,—,—,—,—,—,—,—,北京
谷类及其制品-大麦,014101,大麦［元麦］,Barley grain,100,13.1,327,1367,10.2,1.4,73.3,9.9,0,2.0,0,0,0,0.43,0.14,3.90,0,1.23,1.23,Tr,Tr,66,381,49,Tr,158,6.4,4.36,9.80,0.63,1.23,—
谷类及其制品-大麦,014102,黑大麦,"Barley grain, naked, black, raw",100,10.9,327,1381,10.2,2.2,74.3,15.2,0,2.4,—,—,0,0.54,0.14,5.40,0,—,—,—,—,20,390,241,17.0,69,6.5,2.33,3.99,1.09,1.17,江苏
谷类及其制品-大麦,014201,肚里黄,"Naked barley grain, yellow inside",100,11.6,337,1409,8.8,1.2,76.7,8.0,0,1.7,—,—,0,0.37,0.02,1.60,0,1.28,0.76,0.41,0.11,3,436,223,5.2,80,2.4,2.31,Tr,13.66,1.08,青海
谷类及其制品-大麦,014202,青稞,Naked barley grain,100,12.4,342,1432,8.1,1.5,75.0,1.8,0,3.0,0,0,0,0.34,0.11,6.70,0,0.96,0.72,0.24,Tr,113,405,644,77.0,65,40.7,2.38,4.60,5.13,2.08,青海
谷类及其制品-小米黄米,015101,小米,"Foxtail millet, hulled",100,11.6,361,1511,9.0,3.1,75.1,1.6,0,1.2,8,100,0,0.33,0.10,1.50,0,3.63,Tr,Tr,3.63,41,229,284,4.3,107,5.1,1.87,4.74,0.54,0.89,—
谷类及其制品-小米黄米,015102,小米面,Foxtail millet flour,100,11.8,357,1494,7.2,2.1,77.7,0.7,0,1.2,—,—,0,0.13,0.08,2.50,0,—,—,—,—,40,159,129,6.2,57,6.1,1.18,2.82,0.32,0.55,济南
谷类及其制品-小米黄米,015103,小米粥,Foxtail millet porridge,100,89.3,46,190,1.4,0.7,8.4,—,0,0.2,—,—,0,0.02,0.07,0.90,0,0.26,Tr,0.26,Tr,10,32,19,4.1,22,1.0,0.41,0.30,0.07,0.16,北京
谷类及其制品-小米黄米,015104,小米（黄）,"Foxtail millet, hulled, yellow, raw",100,9.7,364,1542,8.9,3.0,77.7,—,0,0.7,—,—,0,0.32,0.06,1.04,0,1.62,0.24,1.26,0.12,8,158,335,0.6,50,1.6,2.81,2.72,0.41,0.38,山西
谷类及其制品-小米黄米,015201,大黄米［黍子］,"Broomcorn millet, hulled",100,11.3,356,1490,13.6,2.7,71.1,3.5,0,1.3,—,—,0,0.30,0.09,1.40,0,1.79,0.87,0.53,0.39,30,244,201,1.7,116,5.7,3.05,2.31,0.57,1.50,—
谷类及其制品-小米黄米,015202,黄米,"Broomcorn millet, hulled, yellow",100,11.1,351,1469,9.7,1.5,76.9,4.4,0,0.8,—,—,0,0.09,0.13,1.30,0,4.61,Tr,3.24,1.37,—,—,—,3.3,—,—,2.07,—,0.90,0.23,—
谷类及其制品-小麦,011101,小麦,Wheat grain,100,10.0,338,1416,11.9,1.3,75.2,10.8,0,1.6,0,0,0,0.40,0.10,4.00,0,1.82,1.48,0.24,0.10,34,325,289,6.8,4,5.1,2.33,4.05,0.43,3.10,—
谷类及其制品-小麦,011102,五谷香,Wheat grain，*Fragrant crops*,100,5.6,378,1580,9.9,2.6,78.9,0.5,0,3.0,0,0,0,0.11,0.19,—,0,2.31,—,—,—,2,13,7,1.0,—,0.5,0.23,1.15,0.08,0.05,河北
谷类及其制品-小麦,011201x,小麦粉（代表值）,Wheat flour,100,11.2,359,1512,12.4,1.7,74.1,0.8,0,0.7,0,0,0,0.20,0.06,1.57,0,0.66,0.61,0.39,0.32,28,136,185,14.1,53,1.4,0.69,7.10,0.23,0.37,—
谷类及其制品-小麦,011202,小麦粉（富强粉，特一粉）,Wheat flour，refined，special grade1,100,12.7,351,1467,10.3,1.1,75.2,0.6,0,0.7,0,0,0,0.17,0.06,2.00,0,0.73,0.51,0.22,Tr,27,114,128,2.7,32,2.7,0.97,6.88,0.26,0.77,—
谷类及其制品-小麦,011203,小麦粉（特二粉）,Wheat flour，refined，special grade2,100,12.0,352,1472,10.4,1.1,75.9,1.6,0,0.6,0,0,0,0.15,0.11,2.00,0,1.25,0.70,0.55,Tr,30,120,124,1.5,48,3.0,0.96,6.01,0.58,0.92,—
谷类及其制品-小麦,011204,小麦胚粉,Wheat germ flour,100,4.3,403,1687,36.4,10.1,44.5,5.6,0,4.7,—,—,0,3.50,0.79,3.70,0,23.20,20.64,2.56,Tr,85,1168,1523,4.6,198,0.6,23.40,65.20,0.83,17.30,—
谷类及其制品-小麦,011205,麸皮,Wheat bran,100,14.5,282,1181,15.8,4.0,61.4,31.3,0,4.3,10,120,0,0.30,0.30,12.50,0,4.47,—,—,—,206,682,862,12.2,382,9.9,5.98,7.12,2.03,10.85,甘肃
谷类及其制品-小麦,011206,小麦粉（标准粉）,Wheat flour，moderately refined，standard grade,100,9.9,362,1531,15.7,2.5,70.9,—,0,1.0,0,0,0,0.46,0.05,1.91,0,0.32,Tr,Tr,0.32,31,167,190,3.1,50,0.6,0.20,7.42,0.06,0.10,—
谷类及其制品-小麦,011207,小麦粉（富强粉、特一粉）,Wheat flour，refined，special grade 1,100,10.8,362,1534,12.3,1.5,74.9,—,0,0.5,0,0,0,0.11,0.03,0.94,0,0.32,Tr,Tr,0.32,27,114,128,2.7,32,0.7,0.39,6.79,0.03,0.04,—
谷类及其制品-小麦,011208,小麦粉（特制）,Wheat flour，specially refined,100,10.4,366,1554,13.3,2.2,73.5,0.3,0,0.6,0,0,0,0.09,0.04,1.01,0,Tr,Tr,Tr,Tr,23,167,356,60.3,105,0.0,0.94,8.41,Tr,0.02,天津
谷类及其制品-小麦,011301x,挂面（代表值）,Wheat noodle，dried,100,11.5,353,1483,11.4,0.9,75.1,0.9,0,1.0,—,—,0,0.17,0.04,2.09,0,1.11,0.10,0.90,Tr,20,134,129,184.5,49,2.3,0.72,9.21,0.27,0.71,—
谷类及其制品-小麦,011302,挂面（标准粉）,Wheat noodle，standard grade wheat flour，dried,100,12.4,348,1454,10.1,0.7,76.0,1.6,0,0.8,—,—,0,0.19,0.04,2.50,0,1.11,0.21,0.90,Tr,14,153,157,150.0,51,3.5,1.22,9.90,0.44,1.28,—
谷类及其制品-小麦,011304,挂面（精制龙须面）,Wheat noodle，lysine enriched wheat flour，dried,100,11.9,348,1455,11.2,0.5,74.7,0.2,0,1.7,—,—,0,0.18,0.03,2.50,0,—,—,—,—,26,137,109,292.8,48,2.3,0.87,14.28,0.33,0.81,—
谷类及其制品-小麦,011305x,面条（生，代表值）,Wheat noodle，fresh,100,24.2,301,1262,8.9,0.6,65.6,0.8,0,0.8,—,—,0,0.22,0.07,1.80,0,0.47,0.09,0.43,Tr,12,139,123,21.4,42,4.3,1.09,6.59,0.15,0.71,—
谷类及其制品-小麦,011306,面条（标准粉，切面）,Wheat noodle，standard grade wheat flour，fresh,100,29.7,283,1186,8.5,1.6,59.5,1.5,0,0.7,—,—,0,0.35,0.10,3.10,0,0.47,Tr,0.47,Tr,13,142,161,3.4,61,2.6,1.07,0.40,0.20,1.35,北京
谷类及其制品-小麦,011308,面条（特粉，切面）,Wheat noodle，special grade 1 wheat flour,100,27.5,287,1200,7.3,0.1,64.5,0.6,0,0.6,—,—,0,0.17,0.09,0.30,0,0.47,0.09,0.38,Tr,3,181,128,9.7,36,4.7,1.68,15.82,0.16,0.74,青海
谷类及其制品-小麦,011310,面条（干切面）,Wheat noodle，dried,100,10.5,355,1487,11.0,0.1,77.7,0.2,0,0.7,—,—,0,0.28,0.05,2.70,0,—,—,—,—,8,142,100,60.9,42,9.6,1.50,7.78,0.22,0.72,广东
谷类及其制品-小麦,011311,面条（虾蓉面）,Wheat noodle，shrimp flavoured,100,6.1,436,1824,8.5,15.1,68.3,3.6,—,2.0,—,—,0,—,0.01,2.80,0,1.22,1.22,Tr,Tr,17,92,101,304.2,24,2.0,Tr,9.39,0.45,—,—
谷类及其制品-小麦,011312,通心面［通心粉］,Wheat macaroni,100,11.8,351,1468,11.9,0.1,75.8,0.4,0,0.4,—,—,0,0.12,0.03,1.00,0,—,—,—,—,14,97,209,35.0,58,2.6,1.55,5.80,0.16,0.67,福州
谷类及其制品-小麦,011313,挂面（富强粉）,Noodle，from refined wheat flour，dried，raw,100,10.2,363,1539,13.0,1.5,74.7,—,0,0.6,0,0,0,0.13,0.04,1.26,0,Tr,Tr,Tr,Tr,21,112,122,110.6,48,1.0,0.08,3.46,0.04,0.05,—
谷类及其制品-小麦,011314,龙须面（素）,Vermicelli，from wheat flour，plain or vegetarian，dried，raw,100,10.4,359,1524,10.8,1.8,75.7,—,0,1.3,0,0,0,0.07,0.03,—,0,—,—,—,—,15,86,77,249.8,19,2.2,1.19,2.51,0.14,0.49,上海
谷类及其制品-小麦,011315,龙须面（鸡蛋）,Vermicelli，from wheat flour，egg powder added，dried，raw,100,10.2,352,1491,14.0,1.8,71.5,—,—,2.5,42,0,42,0.17,0.05,0.90,0,0.21,0.03,0.21,Tr,12,140,529,711.2,25,1.5,0.83,3.34,0.17,0.47,天津
谷类及其制品-小麦,011316,面条（富强粉，切面）,Noodle，from refined wheat flour，fresh，raw,100,29.0,277,1176,8.9,0.4,60.7,—,0,1.0,0,0,0,0.07,0.02,1.10,0,Tr,Tr,Tr,Tr,24,92,102,11.5,29,0.4,0.12,2.34,0.02,0.04,北京
谷类及其制品-小麦,011317,面条（富强粉，煮）,Noodle，from refined wheat flour，boiled，drained,100,72.7,107,453,3.9,0.4,22.8,—,0,0.2,0,0,0,0.02,0.01,0.56,0,Tr,Tr,Tr,Tr,4,24,15,26.9,10,0.2,0.10,1.16,0.01,0.01,—
谷类及其制品-小麦,011401,花卷,Wheat bun，leavened，salted and twisted，steamed,100,45.7,214,895,6.4,1.0,45.6,1.5,0,1.3,—,—,0,Tr,0.02,1.10,0,—,—,—,—,19,72,83,95.0,12,0.4,Tr,6.17,0.09,—,武汉
谷类及其制品-小麦,011402,空锅饼,Wheat bun，leavened，baked,100,29.4,278,1165,8.6,0.2,60.9,0.7,0,0.9,—,—,0,0.14,Tr,0,0,0.08,0.08,Tr,Tr,2,133,138,243.2,30,5.8,1.73,24.19,0.13,0.78,青海
谷类及其制品-小麦,011403,烙饼（标准粉）,Wheat pancake，standard grade wheat flour，unleavened,100,36.4,258,1082,7.5,2.3,52.9,1.9,0,0.9,—,—,0,0.02,0.04,—,0,1.03,0.3,0.73,Tr,20,146,141,149.3,51,2.4,0.94,7.50,0.15,1.15,北京
谷类及其制品-小麦,011404x,馒头（代表值）,Wheat bun，leavened，steamed,100,43.9,223,934,7.0,1.1,47.0,1.3,0,1.0,—,—,0,0.04,0.05,—,0,0.65,0.35,0.30,Tr,38,107,138,165.1,30,1.8,0.71,8.45,0.10,0.78,—
谷类及其制品-小麦,011405,馒头（标准粉）,Wheat bun，leavened，standard grade wheat flour，steamed,100,40.5,236,989,7.8,1.0,49.8,1.5,0,0.9,—,—,0,0.05,0.07,—,0,0.86,0.35,0.51,Tr,18,136,129,165.2,39,1.9,1.01,9.70,0.14,1.27,北京
谷类及其制品-小麦,011407,烧饼（加糖）,Wheat bread，leavened，baked with sesame seeds and sugar,100,25.9,298,1245,8.0,2.1,62.7,2.1,0,1.3,—,—,0,Tr,0.01,1.10,0,0.39,0.21,0.18,Tr,51,105,122,62.5,26,1.6,0.36,12.16,0.15,—,武汉
谷类及其制品-小麦,011408,油饼,Wheat pancake，deep-fried,100,24.8,403,1687,7.9,22.9,42.4,2.0,—,2.0,—,—,0,0.11,0.05,—,0,13.72,12.21,1.38,0.13,46,124,106,572.5,13,2.3,0.97,10.60,0.27,0.71,北京
谷类及其制品-小麦,011409,油条,Wheat dough stick，deep-fried,100,21.8,388,1624,6.9,17.6,51.0,0.9,—,2.7,—,—,0,0.01,0.07,0.70,0,3.19,2.74,0.31,0.14,6,77,227,585.2,19,1.0,0.75,8.60,0.19,0.52,—
谷类及其制品-小麦,011410,花卷（加牛奶）,Bun，twisted，form refined wheat flour，milk and salt added，leavened，steamed,100,30.8,282,1192,6.5,3.2,58.9,—,—,0.6,0,0,—,0.03,0.03,0.61,0,0.85,0.32,0.43,0.10,9,71,211,97.0,14,0.7,0.36,1.94,0.04,0.19,广东
谷类及其制品-小麦,011411,馒头（富强粉）,Bun，from refined wheat flour，leavened，steamed,100,40.3,235,994,7.1,1.3,50.9,—,0,0.4,0,0,0,0.12,0.02,0.79,0,Tr,Tr,Tr,Tr,58,43,146,165.0,20,0.4,0.21,2.66,0.02,0.03,北京
谷类及其制品-小麦,011501,水面筋,Wheat gluten，fresh,100,63.5,142,595,23.5,0.1,12.3,0.9,0,0.6,—,—,0,0.10,0.07,1.10,0,0.65,0.35,0.30,Tr,76,133,69,15.0,26,4.2,1.76,1.00,0.19,0.86,—
谷类及其制品-小麦,011502,油面筋,Wheat gluten，deep-fried,100,7.1,492,2061,26.9,25.1,40.4,1.3,0,0.5,—,—,0,0.03,0.05,2.20,0,7.18,5.98,0.80,0.40,29,98,45,29.5,40,2.5,2.29,22.80,0.50,1.28,—
谷类及其制品-小麦,011503,面筋（肉馅）,Wheat gluten，filled with mince pork,100,49.2,364,1506,16.2,33.2,0.1,—,23,1.4,67,0,67,0.06,0.10,2.70,0,0.92,0.70,0.22,Tr,113,224,167,663.8,18,4.9,1.42,6.18,0.08,0.07,江苏
谷类及其制品-玉米,013101,玉米（鲜）,"Corn, fresh",46,71.3,112,469,4.0,1.2,22.8,2.9,0,0.7,—,—,0,0.16,0.11,1.80,16,0.46,Tr,0.14,0.32,—,117,238,1.1,32,1.1,0.90,1.63,0.09,0.22,—
谷类及其制品-玉米,013102,玉米（白，干）,"Corn grain, white, dried",100,11.7,352,1474,8.8,3.8,74.7,8.0,0,1.0,—,—,0,0.27,0.07,2.30,0,8.23,1.08,6.02,1.13,10,244,262,2.5,95,2.2,1.85,4.14,0.26,0.51,—
谷类及其制品-玉米,013103,玉米（黄，干）,"Corn grain, yellow, dried",100,13.2,348,1457,8.7,3.8,73.0,6.4,0,1.3,8,100,0,0.21,0.13,2.50,0,3.89,0.77,3.03,0.09,14,218,300,3.3,96,2.4,1.70,3.52,0.25,0.48,—
谷类及其制品-玉米,013104,玉米面（白）,"Corn flour, white",100,13.4,352,1475,8.0,4.5,73.1,6.2,0,1.0,—,—,0,0.34,0.06,3.00,0,6.89,0.94,5.76,0.19,12,187,276,0.5,111,1.3,1.22,1.58,0.23,0.40,北京
谷类及其制品-玉米,013106,玉米面（强化豆粉）,"Corn flour, enriched with soybean flour",100,13.6,352,1472,11.8,4.9,68.3,6.4,0,1.4,—,—,0,0.21,0.04,3.10,0,7.13,0.85,5.50,0.78,18,234,370,1.6,106,3.4,1.28,9.15,0.38,0.74,北京
谷类及其制品-玉米,013108,玉米粒（黄、干）,"Corn grain, yellow, dried, raw",100,11.8,327,1382,8.0,0.8,79.2,—,0,0.2,8,100,0,0.03,0.02,0.56,0,0.38,Tr,Tr,0.38,—,—,—,—,—,—,—,1.24,—,—,—
谷类及其制品-玉米,013109,玉米面（黄）,"Corn flour, yellow, dried, raw",100,11.2,350,1483,8.5,1.5,78.4,—,0,0.4,3,40,0,0.07,0.04,0.80,0,0.98,Tr,0.52,0.46,22,196,249,2.3,84,0.4,0.08,2.68,0.01,0.02,—
谷类及其制品-玉米,013110,玉米糁（黄）,"Corn grits, yellow, dried, raw",100,12.5,326,1378,7.4,1.2,78.7,—,0,0.2,—,—,0,0.03,0.03,0.76,0,0.96,Tr,0.44,0.52,49,143,177,1.7,151,0.2,0.05,1.09,0.01,0.01,—
谷类及其制品-玉米,013201,玉米笋（罐头）,"Baby corn, sweet, canned",100,93.0,16,67,1.1,0.2,4.9,4.9,0,1.3,3,40,0,—,—,—,0,—,—,—,—,6,4,36,170.9,—,0.1,0.33,0.80,0.02,0.12,保定
谷类及其制品-玉米,013202,玉米面面条,"Corn noodle, wheat flour added, dried, raw",100,12.3,350,1486,6.6,0.3,80.5,0.6,0,0.4,—,—,0,—,—,—,0,—,—,—,—,—,—,—,—,—,—,—,—,—,—,北京
谷类及其制品-稻米,012001x,稻米（代表值）,"Rice, grained",100,13.3,346,1453,7.9,0.9,77.2,0.6,0,0.7,0,0,0,0.15,0.04,2.00,0,0.43,0.33,0.18,0.17,8,112,112,1.8,31,1.1,1.54,2.83,0.25,1.13,
谷类及其制品-稻米,012101,粳米（标一）,"Round grained rice, standard grade 1",100,13.7,345,1442,7.7,0.6,77.4,0.6,0,0.6,0,0,0,0.16,0.08,1.30,0,1.01,0.39,0.62,Tr,11,121,97,2.4,34,1.1,1.45,2.50,0.19,1.36,—
谷类及其制品-稻米,012102,粳米（标二）,"Round grained rice, standard grade 2",100,13.2,347,1454,8.0,0.6,77.7,0.4,0,0.5,0,0,0,0.22,0.05,2.60,0,0.53,0.39,0.14,Tr,3,99,78,0.9,20,0.4,0.89,6.40,0.28,0.77,北京
谷类及其制品-稻米,012103,粳米（标三）,"Round grained rice, standard grade 3",100,13.9,346,1446,7.2,0.8,77.6,0.4,0,0.5,0,0,0,0.33,0.03,3.60,0,0.30,0.30,Tr,Tr,5,108,78,1.3,—,0.7,0.93,5.40,0.28,0.89,北京
谷类及其制品-稻米,012104,粳米（标四）,"Round grained rice, standard grade 4",100,13.1,347,1453,7.5,0.7,78.1,0.7,0,0.6,0,0,0,0.14,0.05,5.20,0,0.39,0.28,0.11,Tr,4,123,106,1.6,20,0.7,0.97,4.87,0.26,1.07,北京
谷类及其制品-稻米,012105,粳米（特等）,"Round grained rice, special grade",100,16.2,335,1401,7.3,0.4,75.7,0.4,0,0.4,0,0,0,0.08,0.04,1.10,0,0.76,0.33,0.20,0.23,24,80,58,6.2,25,0.9,1.07,2.49,0.26,1.00,—
谷类及其制品-稻米,012106,粳米（极品精米）,"Rice, round grain, refined, raw",100,13.9,343,1456,6.4,1.2,78.1,—,0,0.4,0,0,0,0.06,0.02,0.67,0,Tr,Tr,Tr,Tr,3,69,86,2.7,25,0.2,1.76,4.17,0.23,1.14,吉林
谷类及其制品-稻米,012107,粳米（西域王米）,"Rice, round grain, refined, raw, from Xinjiang",100,13.3,353,1498,7.5,1.8,77.0,0.6,0,0.4,0,0,0,0.07,0.04,1.00,0,Tr,Tr,Tr,Tr,5,66,119,2.0,17,0.8,1.02,2.92,0.24,0.43,新疆
谷类及其制品-稻米,012108,粳米（小站稻米）,"Rice, round grain, refined, raw, from Tianjin",100,12.9,346,1469,6.9,0.7,79.2,—,0,0.3,0,0,0,0.04,0.02,0.82,0,Tr,Tr,Tr,Tr,3,82,111,2.2,16,0.3,1.94,10.10,0.35,0.44,天津
谷类及其制品-稻米,012201,籼米（标一）,"Long grained rice, standard grade 1",100,13.0,348,1454,7.7,0.7,77.9,0.6,0,0.7,0,0,0,0.15,0.06,2.10,0,0.43,0.43,Tr,Tr,7,146,89,2.7,33,1.3,1.46,3.80,0.23,1.00,—
谷类及其制品-稻米,012202,籼米（标准）［机米］,"Long grained rice, standard grade",100,12.6,349,1459,7.9,0.6,78.3,0.8,0,0.6,0,0,0,0.09,0.04,1.40,0,0.54,0.43,0.11,Tr,12,112,109,1.7,28,1.6,1.47,1.99,0.29,1.27,—
谷类及其制品-稻米,012203,籼米（优标）,"Long grained rice, special grade",100,12.8,350,1466,8.3,1.0,77.3,0.5,0,0.6,0,0,0,0.13,0.02,2.60,0,—,—,—,—,8,85,64,1.2,13,0.5,1.60,6.90,0.30,1.02,广东
谷类及其制品-稻米,012204,早籼,"Long grained rice, early crop, unhulled",64,10.2,361,1512,9.9,2.2,76.2,1.4,0,1.5,0,0,0,0.14,0.05,5.00,0,0.25,0.04,0.15,0.06,13,257,214,1.6,Tr,5.1,2.73,1.84,0.25,2.73,—
谷类及其制品-稻米,012205,早籼（标一）,"Long grained rice, early crop, standard grade 1",100,12.3,352,1474,8.8,1.0,77.2,0.4,0,0.7,0,0,0,0.16,0.05,2.00,0,—,—,—,—,10,141,124,1.9,57,1.2,1.59,2.05,0.23,1.21,—
谷类及其制品-稻米,012206,早籼（标二）,"Long grained rice, early crop, standard grade 2",100,13.7,346,1449,9.5,1.0,75.1,0.5,0,0.7,0,0,0,0.20,0.09,3.00,0,—,—,—,—,6,192,171,0.8,79,1.0,1.89,1.82,0.55,1.84,福州
谷类及其制品-稻米,012207,早籼（特等）,"Long grained rice, early crop, special grade",100,12.9,347,1453,9.1,0.6,76.7,0.7,0,0.7,0,0,0,0.13,0.03,1.60,0,—,—,—,—,6,141,108,1.3,42,0.9,1.54,2.07,0.40,1.30,—
谷类及其制品-稻米,012208,晚籼（标一）,"Long grained rice, late crop, standard grade 1",100,13.5,346,1448,7.9,0.7,77.3,0.5,0,0.6,0,0,0,0.17,0.05,1.70,0,0.22,0.06,0.16,Tr,9,140,112,1.5,53,1.2,1.52,2.83,0.16,1.11,—
谷类及其制品-稻米,012209,晚籼（标二）,"Long grained rice, late crop, standard grade 2",100,14.2,344,1438,8.6,0.8,75.7,0.4,0,0.7,0,0,0,0.18,0.06,2.60,0,—,—,—,—,6,141,146,0.9,60,2.8,1.89,2.26,0.20,1.05,福州
谷类及其制品-稻米,012210,晚籼（特等）,"Long grained rice, late crop, special grade",100,14.0,342,1432,8.1,0.3,76.9,0.2,0,0.7,0,0,0,0.09,0.10,1.50,0,—,—,—,—,6,104,107,0.8,28,0.7,1.50,1.56,0.23,0.89,福州
谷类及其制品-稻米,012211,籼稻（红）,"Long grained rice, red, unhulled",64,13.4,348,1454,7.0,2.0,76.4,2.0,0,1.2,0,0,0,0.15,0.03,5.10,0,0.19,0.19,Tr,Tr,—,—,220,22.0,—,5.5,3.29,3.12,0.35,3.20,江西
谷类及其制品-稻米,012212,黑米,"Long grained rice, purple",100,14.3,341,1427,9.4,2.5,72.2,3.9,0,1.6,—,—,0,0.33,0.13,7.90,0,0.22,Tr,0.22,Tr,12,356,256,7.1,147,1.6,3.80,3.20,0.15,1.72,—
谷类及其制品-稻米,012213,香米,"Long grained rice, fragrant",100,12.9,347,1453,12.7,0.9,72.4,0.6,0,1.1,0,0,0,—,0.08,2.60,0,0.70,0.39,0.11,0.20,8,106,49,21.5,12,5.1,0.69,4.60,0.52,1.75,山东
谷类及其制品-稻米,012214,籼米,"Rice, long grain, moderately refined, raw",100,13.1,340,1441,7.5,1.1,78.0,—,0,0.3,0,0,0,0.07,0.02,0.94,0,Tr,Tr,Tr,Tr,12,112,109,1.7,28,0.1,0.15,2.76,0.01,0.02,—
谷类及其制品-稻米,012215,香米,"Rice, long grain, fragrant, refined, raw",100,13.5,342,1450,8.4,0.7,77.2,—,0,0.2,0,0,0,0.03,0.02,0.42,0,Tr,Tr,Tr,Tr,3,58,112,1.8,7,0.2,1.85,4.09,0.13,0.80,泰国
谷类及其制品-稻米,012216,糙米,brown rice,100,13.4,348,1475,7.7,2.7,75,3.4,0,1.2,Tr,Tr,0,0.38,0.04,—,0,1.32,1.09,0.23,0,10,304,230,5.4,123,1.8,1.79,—,0.24,3.04,河南
谷类及其制品-稻米,012301,糯米［江米］,"Glutinous rice, regular grade",100,12.6,350,1464,7.3,1.0,78.3,0.8,0,0.8,0,0,0,0.11,0.04,2.30,0,1.29,0.87,0.42,Tr,26,113,137,1.5,49,1.4,1.54,2.71,0.25,1.54,—
谷类及其制品-稻米,012302,优糯米,"Glutinous rice, special grade",100,14.2,345,1443,9.0,1.0,75.3,0.6,0,0.5,0,0,0,0.10,0.03,1.90,0,0.93,0.39,0.54,Tr,8,48,136,1.2,50,0.8,1.20,2.80,0.25,0.86,广东
谷类及其制品-稻米,012303,早糯谷,"Glutinous rice, early crop, unhulled",64,11.3,360,1505,7.1,3.2,77.0,2.8,0,1.4,3,40,0,0.19,0.04,0.70,0,0.13,—,—,—,19,297,—,4.1,149,3.0,4.92,1.98,0.53,—,江西
谷类及其制品-稻米,012304,紫红糯米［血糯米］,"Glutinous rice, purple",100,13.8,346,1448,8.3,1.7,75.1,1.4,0,1.1,—,—,0,0.31,0.12,4.20,0,1.36,0.94,0.29,0.13,13,183,219,4.0,16,3.9,2.16,2.88,0.29,2.37,上海
谷类及其制品-稻米,012305,粳糯米,"Glutinous rice, round grained",100,13.8,344,1440,7.9,0.8,76.7,0.7,0,0.8,0,0,0,0.20,0.05,1.70,0,0.08,0.08,Tr,Tr,21,94,125,2.8,42,1.9,1.77,3.30,0.24,1.56,—
谷类及其制品-稻米,012306,籼糯米,"Glutinous rice, long grained",100,12.3,352,1475,7.9,1.1,78.0,0.5,0,0.7,0,0,0,0.19,0.04,2.30,0,—,—,—,—,14,82,132,1.9,52,1.8,1.52,2.40,0.17,1.31,浙江
谷类及其制品-稻米,012401x,米饭（蒸，代表值）,"Rice, steamed",100,70.9,116,486,2.6,0.3,25.9,0.3,0,0.3,0,0,0,0.02,0.03,1.90,0,—,—,—,—,7,62,30,2.5,15,1.3,0.92,0.40,0.06,0.58,—
谷类及其制品-稻米,012402,粳米饭（蒸）,"Round grained rice, steamed",100,70.6,118,492,2.6,0.3,26.2,0.2,0,0.3,0,0,0,Tr,0.03,2.00,0,—,—,—,—,7,62,39,3.3,20,2.2,1.36,0.40,0.08,0.85,北京
谷类及其制品-稻米,012404,粳米粥,"Round grained rice, porridge",100,88.6,46,195,1.1,0.3,9.9,0.1,0,0.1,0,0,0,Tr,0.03,0.20,0,—,—,—,—,7,20,13,2.8,7,0.1,0.20,0.20,0.03,0.20,北京
谷类及其制品-稻米,012405,籼米粉［排米粉］,"Long grained rice noodle, dried",100,10.7,356,1489,7.4,0.1,81.5,0.3,0,0.3,0,0,0,0.02,0.02,0.60,0,—,—,—,—,6,62,14,16.3,16,3.2,0.80,7.48,0.30,0.60,广东
谷类及其制品-稻米,012406,籼米粉（干，细）,"Long grained rice noodle, dried and thin",100,12.3,346,1447,8.0,0.1,78.3,0.1,0,1.3,0,0,0,0.03,—,0.20,0,—,—,—,—,—,53,43,5.9,23,1.4,2.27,3.44,0.09,0.63,福建
谷类及其制品-稻米,012407,高蛋白豆米粉（籼米）,"Long grained rice flour, high-protein, soybean flour enriched",100,2.0,414,1732,16.5,7.1,71.0,—,0,3.4,0,0,0,1.10,0.68,—,0,—,—,—,—,—,—,—,—,—,—,—,—,—,—,西安
谷类及其制品-稻米,012408,籼米饭（蒸）,"Rice, long grain, moderately refined, steamed",100,70.1,117,497,3.0,0.4,26.4,—,0,0.1,0,0,0,0.01,0.01,1.70,0,Tr,Tr,Tr,Tr,6,15,21,1.7,10,0.1,0.14,1.13,0.01,0.02,—
谷类及其制品-稻米,012409,籼米粥,"Rice porridge, long grain, moderately refined, boiled",100,85.0,59,251,1.3,0.2,13.4,—,0,0.1,0,0,0,Tr,Tr,—,0,Tr,Tr,Tr,Tr,7,20,13,2.8,7,0.1,0.12,0.74,0.01,0.01,—
